host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,price,has_availability,review_scores_rating,instant_bookable,reviews_per_month
100%,100%,t,t,t,375,t,4.88,t,1.44
100%,100%,f,t,t,347,t,5,t,1.38
100%,99%,f,t,t,276,t,5,t,0.13
100%,82%,t,t,t,275,t,4.83,f,0.25
100%,99%,f,t,t,247,t,4,t,0.04
99%,97%,f,t,t,241,t,4.62,t,0.37
100%,99%,t,t,t,220,t,4.71,t,0.11
100%,99%,t,t,t,220,t,4.74,t,0.69
100%,97%,t,t,t,443,t,4.76,t,0.33
100%,99%,f,t,t,175,t,4.53,t,0.51
100%,18%,f,t,t,205,t,4.9,f,0.21
100%,100%,t,t,t,122,t,4.86,t,4.24
100%,99%,f,t,t,333,t,4.76,t,1.83
100%,91%,t,t,t,266,t,4.98,f,3.01
100%,81%,t,t,f,174,t,4.96,f,2.69
99%,99%,t,t,t,174,t,4.71,f,1
100%,99%,f,t,t,127,t,4.5,f,0.07
99%,99%,t,t,t,499,t,4.63,f,1.84
100%,78%,t,t,t,350,t,5,f,0.19
100%,100%,t,t,t,450,t,5,f,0.4
100%,100%,f,t,t,287,t,4.86,t,1.62
100%,99%,t,t,t,192,t,5,t,0.41
100%,96%,t,t,t,195,t,4.79,t,2.25
100%,71%,f,t,t,175,t,5,f,0.61
100%,78%,t,t,t,245,t,5,f,0.23
100%,99%,t,t,t,235,t,4.92,f,2.53
100%,99%,f,t,t,879,t,5,f,0.27
98%,99%,t,t,t,591,t,4,t,0.18
97%,95%,t,t,f,900,t,5,f,0.04
100%,100%,f,t,f,800,t,5,t,0.09
100%,77%,t,t,f,38,t,4.87,f,2.09
100%,88%,t,t,t,110,t,5,f,0.76
100%,97%,t,t,t,489,t,5,t,0.13
100%,100%,t,t,t,235,t,4.94,f,2.68
100%,100%,f,t,t,284,t,5,f,3.28
100%,92%,t,t,t,275,t,4.96,f,1.79
100%,99%,t,t,t,315,t,4.63,t,0.51
100%,99%,f,t,t,139,t,3.5,f,0.03
100%,99%,f,t,t,307,t,4.8,t,0.46
100%,28%,f,t,t,1000,t,5,f,0.21
100%,100%,t,t,t,329,t,4.87,t,3.1
100%,98%,f,t,t,631,t,5,t,0.33
100%,99%,f,t,t,255,t,4.43,t,0.23
91%,100%,f,t,t,626,t,4.33,t,0.19
100%,99%,f,t,t,444,t,5,t,0.49
100%,94%,f,t,t,170,t,4.88,f,1.85
100%,98%,t,t,t,245,t,4.96,f,2.82
100%,100%,t,t,t,264,t,4.99,f,4.15
90%,100%,f,t,t,396,t,4.44,t,0.13
100%,100%,f,t,t,123,t,4.67,t,0.8
95%,99%,f,t,t,255,t,4.5,t,0.45
99%,100%,t,t,t,172,t,4.69,t,3.02
100%,100%,t,t,t,577,t,4.97,f,1.66
100%,100%,t,t,t,277,t,4.94,f,3.75
100%,100%,t,t,t,141,t,4.84,f,1.04
100%,100%,f,t,t,827,t,5,f,0.04
100%,93%,t,t,t,290,t,4.9,t,2.39
100%,100%,t,t,t,220,t,4.95,f,0.91
100%,98%,t,t,t,713,t,5,f,1.27
100%,100%,t,t,f,135,t,4.5,f,0.18
100%,98%,t,t,t,368,t,5,t,1.99
100%,99%,t,t,f,299,t,4.67,t,0.33
99%,97%,f,t,t,381,t,4.79,t,0.71
100%,99%,t,t,f,299,t,5,t,0.44
100%,92%,t,t,t,349,t,4.52,f,0.65
100%,99%,f,t,t,148,t,4.86,t,1.69
100%,92%,t,t,t,349,t,4.72,f,0.67
100%,98%,f,t,t,554,t,5,t,1
100%,98%,t,t,t,141,t,4.87,t,1.11
90%,97%,f,t,t,504,t,4.75,t,0.34
88%,98%,t,t,t,112,t,4.93,t,2.19
100%,99%,t,t,t,498,t,5,t,0.11
100%,93%,t,t,t,143,t,4.75,f,0.06
100%,0%,f,t,t,757,t,4.86,f,0.14
100%,99%,f,t,t,260,t,4.44,t,0.33
100%,99%,t,t,t,262,t,4.63,t,0.33
100%,100%,t,t,t,177,t,4.98,f,1.95
100%,99%,f,t,t,169,t,4.67,f,0.06
100%,99%,f,t,t,836,t,5,t,0.03
100%,99%,f,t,t,144,t,5,t,0.09
100%,78%,t,t,t,245,t,5,f,0.39
100%,100%,f,t,f,95,t,4.93,t,2.16
99%,100%,t,t,t,150,t,4.9,t,4.13
100%,81%,t,t,t,255,t,5,f,0.09
100%,91%,t,t,t,206,t,4.76,f,0.55
100%,100%,t,t,t,420,t,5,t,0.04
100%,97%,t,t,t,173,t,4.43,t,0.83
99%,51%,t,t,t,229,t,4.5,f,0.13
100%,98%,t,t,t,223,t,4.79,t,1.57
100%,81%,t,t,t,317,t,5,f,0.17
100%,81%,t,t,t,742,t,5,f,0.06
100%,100%,t,t,t,1409,t,4.81,f,0.97
100%,99%,t,t,t,475,t,4.76,t,1.85
86%,91%,t,t,t,382,t,4.84,f,2.05
100%,100%,t,t,t,128,t,4.75,t,1.01
96%,99%,f,t,t,249,t,4.67,t,0.62
100%,100%,t,t,t,210,t,4.84,f,1.81
96%,99%,f,t,t,351,t,4.5,t,0.43
100%,76%,f,t,t,278,t,4.96,t,0.58
100%,76%,f,t,t,299,t,5,t,0.34
100%,99%,f,t,t,490,t,4,t,0.21
100%,99%,f,t,t,197,t,4.83,t,0.23
100%,96%,t,t,t,77,t,4.33,f,0.13
100%,99%,f,t,t,455,t,4.83,t,2.28
100%,100%,t,t,t,233,t,5,f,0.31
97%,88%,f,t,t,112,t,4.41,f,1.45
100%,100%,f,t,t,297,t,4.67,t,1.23
100%,98%,t,t,t,222,t,4.82,t,1.93
100%,100%,f,t,t,194,t,4.78,t,0.83
100%,100%,f,t,f,292,t,4,t,1.05
100%,98%,f,t,f,127,t,4.62,t,2.27
100%,92%,t,t,t,349,t,4.69,f,0.33
100%,99%,f,t,t,186,t,4.7,t,2.24
100%,99%,f,t,t,597,t,5,t,0.72
100%,71%,f,t,t,94,t,5,f,0.66
99%,97%,f,t,t,290,t,4.5,t,0.33
97%,88%,f,t,t,132,t,4.5,f,0.98
100%,76%,f,t,t,448,t,5,f,0.2
100%,100%,t,t,t,319,t,4.91,f,3.87
100%,99%,t,t,f,136,t,4.68,t,0.76
100%,99%,f,t,t,196,t,1,t,0.02
100%,84%,f,t,t,247,t,4.5,f,0.14
100%,99%,t,t,t,308,t,4.82,f,3.32
90%,85%,t,t,t,183,t,4.77,f,2.94
100%,98%,f,t,t,399,t,1,t,0.57
97%,88%,f,t,t,126,t,4.88,f,1.11
100%,100%,t,t,t,183,t,4.81,f,0.92
100%,100%,t,t,t,199,t,4.79,f,1.94
97%,88%,f,t,t,120,t,4.75,f,0.98
100%,76%,t,t,t,288,t,5,f,0.09
100%,28%,f,t,t,2122,t,5,f,0.08
100%,98%,t,t,t,181,t,5,t,0.21
98%,99%,t,t,t,366,t,4.89,t,0.85
100%,100%,f,t,t,494,t,4.73,t,0.19
100%,100%,t,t,t,79,t,5,t,0.36
100%,99%,t,t,t,383,t,4.78,t,1.05
94%,90%,f,t,t,207,t,4.89,f,0.98
100%,76%,f,t,t,271,t,4.29,t,1.06
100%,76%,f,t,t,231,t,4.97,t,0.43
100%,99%,f,t,t,217,t,4.74,t,0.73
90%,100%,f,t,t,453,t,4.33,t,0.18
100%,99%,f,t,t,205,t,5,t,0.28
100%,100%,f,t,t,558,t,4.74,t,0.63
100%,98%,f,t,f,105,t,4.41,t,1.56
100%,98%,t,t,t,130,t,4.5,t,1.33
100%,97%,t,t,t,121,t,4.64,t,2.31
100%,99%,f,t,t,133,t,4.25,t,0.38
100%,18%,f,t,t,205,t,4.67,f,0.12
100%,99%,t,t,t,376,t,4.77,f,0.57
99%,91%,f,t,t,187,t,3,f,0.12
90%,96%,f,t,t,325,t,4.84,f,1.37
100%,100%,f,t,f,999,t,3.75,t,1
100%,100%,t,t,f,486,t,4.82,t,0.59
100%,99%,f,t,t,254,t,4.69,t,1.36
100%,100%,f,t,t,114,t,4.68,f,1.9
97%,99%,f,t,t,400,t,5,t,0.25
100%,100%,f,t,t,358,t,4.63,t,0.72
100%,99%,f,t,t,213,t,4.84,t,0.39
97%,99%,f,t,t,280,t,4.83,t,0.12
100%,89%,f,f,t,188,t,4.33,f,1.15
100%,76%,f,t,t,177,t,4.74,t,0.79
100%,100%,t,t,t,253,t,4.93,t,3.1
100%,99%,t,t,t,936,t,4.96,t,1.07
100%,99%,t,t,t,727,t,4.95,t,4.02
100%,100%,f,t,t,326,t,4.78,f,0.49
100%,100%,f,t,t,359,t,3.5,f,0.04
100%,98%,t,t,t,181,t,4.63,t,2.2
90%,100%,f,t,t,359,t,4.82,t,0.23
100%,95%,t,t,f,150,t,4.91,t,2.42
100%,100%,f,t,t,509,t,4.92,t,0.63
100%,99%,f,t,t,203,t,5,f,0.11
97%,99%,f,t,t,300,t,5,t,0.39
100%,100%,t,t,t,221,t,5,t,3
100%,100%,f,t,t,457,t,4.8,f,0.56
100%,99%,f,t,t,201,t,4.6,t,0.26
83%,99%,f,t,t,117,t,4.73,t,2.53
99%,100%,t,t,t,198,t,4.81,t,3.53
100%,99%,t,t,t,279,t,4.91,f,4
100%,98%,t,t,f,350,t,4.85,f,1.25
100%,95%,t,t,t,118,t,4.91,f,4.28
100%,99%,t,t,t,271,t,4.87,f,2.74
100%,100%,t,t,f,181,t,4.85,t,2.23
100%,76%,f,t,t,208,t,4.58,t,1.11
100%,100%,f,t,t,145,t,4.83,t,1.91
100%,100%,t,t,t,357,t,4.98,f,2.52
100%,99%,t,t,t,464,t,4.89,t,1.67
100%,100%,t,t,f,176,t,4.9,f,5.45
100%,98%,f,t,t,98,t,4.75,t,0.65
100%,99%,f,t,t,117,t,4.43,t,1.86
100%,99%,t,t,t,508,t,4.88,f,2.19
100%,100%,t,t,t,180,t,4.87,f,3.36
95%,99%,f,t,t,255,t,3.2,t,0.15
100%,100%,f,t,t,153,t,4.6,t,1.24
100%,92%,t,t,t,249,t,4.83,f,0.39
100%,99%,t,t,t,288,t,4.8,t,1.16
100%,100%,f,t,t,250,t,4.9,f,0.95
100%,96%,t,t,t,299,t,4.91,f,0.12
100%,100%,f,t,t,145,t,4.86,t,0.19
100%,99%,f,t,t,285,t,5,t,0.03
100%,95%,t,t,t,237,t,4.98,f,3.76
100%,99%,t,t,t,343,t,5,t,1.16
100%,100%,t,t,t,558,t,4.97,t,3.42
100%,98%,t,t,t,149,t,4.92,t,3.28
100%,99%,f,t,t,498,t,5,t,0.04
100%,99%,f,t,t,702,t,5,f,0.14
100%,100%,f,t,t,345,t,5,f,1.21
100%,100%,t,t,f,557,t,5,t,1.27
100%,100%,t,t,t,164,t,4.97,f,3.85
100%,99%,t,t,t,100,t,4.89,t,2.7
100%,82%,f,t,t,178,t,4.86,f,2.14
100%,96%,f,t,t,200,t,4.71,f,2.05
95%,99%,t,t,t,408,t,5,f,1.3
100%,92%,t,t,t,299,t,4.91,f,0.47
75%,78%,f,t,f,475,t,5,f,0.35
90%,100%,f,t,t,415,t,4.25,t,0.07
100%,50%,t,t,f,175,t,5,f,0.33
100%,100%,t,t,t,197,t,4.79,t,3.07
100%,100%,t,t,t,54,t,5,f,0.16
100%,99%,t,t,t,275,t,4.92,f,1.7
100%,78%,t,t,t,245,t,4.9,f,0.99
100%,0%,f,t,f,110,t,5,f,0.04
100%,98%,t,t,t,325,t,4.74,f,2.11
100%,100%,f,t,t,201,t,4.66,t,0.52
100%,99%,f,t,t,201,t,4.7,t,0.57
100%,100%,f,t,t,441,t,5,f,0.99
100%,100%,f,t,t,533,t,4.86,t,0.46
100%,100%,f,t,t,239,t,4.69,t,1.01
100%,95%,t,t,f,100,t,4.58,t,1.14
100%,100%,f,t,t,1500,t,5,t,0.16
100%,99%,t,t,t,119,t,4.92,f,3.27
100%,100%,f,t,t,195,t,5,t,0.24
100%,100%,f,t,t,100,t,5,t,0.28
98%,100%,t,t,t,198,t,4.97,t,9.42
100%,96%,t,t,t,492,t,5,t,1
100%,100%,f,t,t,207,t,4.71,t,1.72
90%,100%,f,t,t,259,t,4.73,t,0.18
90%,100%,f,t,t,491,t,5,t,0.12
88%,88%,t,t,t,1092,t,4.81,f,0.87
100%,99%,t,t,t,196,t,4.5,t,0.3
100%,100%,f,t,t,509,t,4.78,t,0.33
100%,98%,f,t,t,144,t,4.91,t,0.51
100%,81%,f,t,t,227,t,4.88,f,0.47
90%,100%,f,t,t,479,t,5,t,0.1
100%,99%,f,t,t,152,t,3.75,f,0.07
99%,100%,t,t,t,148,t,4.78,t,3.79
95%,99%,f,t,t,230,t,4.5,t,0.18
100%,99%,f,t,t,234,t,4.92,t,0.6
100%,99%,t,t,t,163,t,4.91,t,3.98
100%,93%,f,t,t,130,t,4.56,t,2.38
100%,76%,f,t,t,197,t,4.75,t,1.34
100%,98%,t,t,f,249,t,4.92,t,2.88
100%,99%,t,t,t,155,t,4.8,f,1.95
100%,100%,f,t,t,107,t,4.71,t,1.8
100%,99%,f,t,t,317,t,4.8,t,1.34
100%,99%,t,t,t,455,t,4.93,f,3.33
100%,100%,t,t,t,253,t,5,f,3.35
100%,99%,f,t,t,25000,t,5,t,0.44
100%,98%,f,t,t,726,t,5,t,0.12
100%,100%,f,t,t,115,t,5,f,0.58
100%,100%,t,t,f,79,t,4.83,f,0.25
100%,100%,f,t,t,1769,t,5,t,0.17
100%,99%,t,t,f,249,t,4.29,t,0.49
100%,99%,t,t,f,249,t,4.67,t,0.26
100%,99%,t,t,f,263,t,4.63,t,0.47
100%,99%,t,t,f,209,t,4.83,t,0.34
100%,99%,f,t,t,207,t,5,f,0.03
100%,99%,f,t,t,125,t,5,t,0.26
100%,99%,f,t,t,339,t,5,f,0.06
100%,95%,t,t,t,151,t,4.94,t,1.77
100%,99%,f,t,t,276,t,4.56,t,0.17
97%,99%,f,t,t,2000,t,5,t,0.02
100%,100%,f,t,t,121,t,4.79,f,1.54
100%,99%,f,t,t,221,t,4.88,t,0.36
100%,99%,f,t,t,146,t,4.71,t,2.04
100%,97%,f,t,t,121,t,4.73,f,1.33
100%,100%,f,t,f,763,t,4.96,f,0.6
100%,100%,f,t,t,76,t,4.73,t,2.77
100%,99%,f,t,t,219,t,4.61,t,1.19
100%,81%,t,t,t,337,t,5,f,0.19
100%,100%,t,t,f,318,t,4.88,t,1.18
100%,100%,t,t,t,88,t,4.86,t,6.54
100%,99%,f,t,t,187,t,4.73,f,3.96
100%,100%,t,t,t,309,t,4.89,t,2.36
100%,76%,f,t,t,210,t,4.4,t,0.57
100%,76%,t,t,t,300,t,4.86,f,2.04
100%,99%,t,t,t,359,t,4.75,f,0.51
100%,100%,f,t,f,165,t,4.94,f,0.48
100%,100%,f,t,f,349,t,5,f,0.43
100%,96%,t,t,t,543,t,4.96,t,1.48
100%,99%,f,t,t,670,t,5,f,0.06
100%,100%,t,t,t,249,t,5,t,0.48
100%,98%,t,t,t,176,t,4.91,t,2.44
91%,100%,f,t,t,1413,t,5,t,0.18
100%,100%,t,t,t,163,t,4.9,t,5.66
100%,99%,t,t,t,272,t,4.9,t,3.56
91%,100%,f,t,t,594,t,5,t,0.06
97%,88%,f,t,t,146,t,4.8,f,0.88
98%,99%,t,t,t,212,t,4.97,t,1.03
100%,80%,f,t,t,166,t,5,f,0.73
100%,100%,t,t,t,273,t,4.97,t,0.92
100%,40%,t,t,t,66,t,5,f,0.07
100%,99%,f,t,t,127,t,4.75,t,0.41
99%,97%,f,t,t,313,t,4.62,t,0.47
100%,96%,t,t,t,501,t,5,f,0.37
100%,98%,f,t,t,285,t,4.8,t,0.22
100%,96%,f,t,f,828,t,5,t,0.08
100%,99%,t,t,t,315,t,4.69,t,0.35
100%,71%,t,t,t,198,t,5,f,1
100%,100%,f,t,t,3700,t,5,t,0.74
100%,100%,f,t,t,254,t,5,f,0.88
100%,76%,f,t,t,187,t,5,t,0.52
100%,96%,t,t,t,493,t,5,t,0.27
97%,99%,f,t,t,1300,t,5,t,0.17
100%,100%,t,t,t,296,t,5,t,1.76
100%,99%,f,t,t,215,t,5,t,0.3
100%,33%,f,t,f,140,t,5,f,0.17
100%,98%,t,t,t,110,t,4.82,t,3.41
100%,100%,t,t,t,114,t,4.84,t,3.6
100%,97%,t,t,t,638,t,4.95,f,0.33
90%,100%,f,t,t,406,t,4.75,t,0.1
100%,14%,f,t,t,150,t,4.98,f,3.4
100%,100%,t,t,t,250,t,4.95,f,1.51
100%,99%,f,t,t,239,t,4.67,t,0.24
100%,99%,f,t,t,126,t,4,t,0.17
100%,76%,f,t,t,166,t,4,t,0.44
100%,99%,f,t,t,130,t,4.38,t,0.67
100%,100%,f,t,t,248,t,4.75,t,0.89
100%,100%,t,t,f,56,t,4.78,t,3.22
100%,90%,t,t,t,104,t,4.88,f,0.31
100%,100%,t,t,t,204,t,4.99,f,3.22
100%,83%,f,t,f,100,t,5,f,0.27
100%,99%,t,t,t,574,t,5,t,0.67
100%,100%,t,t,t,125,t,4.94,t,2.06
100%,99%,f,t,t,144,t,5,f,0.04
100%,92%,t,t,t,179,t,4.71,f,0.33
100%,100%,t,t,t,450,t,4.92,t,2.46
100%,100%,f,t,t,94,t,5,t,0.65
98%,100%,t,t,t,100,t,4.95,f,7.16
100%,100%,t,t,t,139,t,4.97,f,3.92
100%,99%,t,t,t,115,t,4.84,t,3.04
100%,99%,f,t,t,239,t,3.25,t,0.22
100%,98%,t,t,t,158,t,4.82,t,0.86
91%,100%,f,t,t,561,t,4,t,0.17
100%,100%,f,t,f,79,t,4.57,f,0.35
100%,99%,f,t,t,484,t,4.69,f,0.43
98%,100%,t,t,t,161,t,4.98,t,6.51
100%,100%,t,t,t,1279,t,4.91,f,2.07
100%,99%,t,t,t,220,t,4.75,t,0.21
100%,76%,f,t,t,135,t,4.75,f,1.5
100%,99%,t,t,t,133,t,4.82,t,2.94
100%,100%,t,t,t,295,t,4.92,f,1.54
100%,100%,f,t,t,102,t,4.61,f,2.25
100%,100%,t,f,f,220,t,5,t,0.51
100%,100%,f,t,t,326,t,5,f,3.07
100%,100%,f,t,t,304,t,4.35,t,0.92
100%,99%,f,t,t,197,t,5,t,0.38
100%,100%,f,t,f,143,t,5,t,0.43
100%,100%,t,t,t,424,t,5,f,1.29
100%,97%,t,t,t,1775,t,5,t,0.22
100%,97%,t,t,t,796,t,5,t,0.03
100%,100%,f,t,f,85,t,4.43,t,0.11
100%,96%,t,t,t,85,t,4.71,f,0.1
100%,98%,t,t,t,292,t,4.76,t,1.42
100%,84%,f,t,t,319,t,5,f,0.21
100%,92%,t,t,t,265,t,5,f,1.61
100%,100%,f,t,t,162,t,4.82,t,3.19
100%,96%,f,t,t,269,t,4.9,f,0.79
100%,67%,f,t,f,303,t,5,f,1
100%,96%,f,t,f,249,t,4.86,f,0.1
100%,100%,f,t,t,401,t,4.71,t,0.75
99%,97%,f,t,t,198,t,4.62,t,0.5
85%,97%,t,t,t,1117,t,5,t,1
100%,99%,t,f,t,357,t,4.97,f,3.22
100%,99%,t,t,t,169,t,5,f,1.15
100%,99%,t,t,t,404,t,4.8,t,0.22
90%,88%,t,t,t,895,t,4.83,f,0.48
100%,99%,f,t,t,225,t,4.67,t,0.43
100%,99%,f,t,t,530,t,4.64,t,1.95
100%,84%,f,t,t,480,t,4.94,f,0.22
96%,99%,f,t,t,300,t,2,t,0.19
100%,86%,f,t,f,259,t,5,f,0.28
100%,78%,t,t,t,500,t,4.88,f,0.24
100%,99%,f,t,t,153,t,4.64,t,2.09
98%,99%,t,t,t,301,t,3.33,t,0.63
100%,99%,t,t,t,324,t,4.75,t,0.22
97%,73%,t,t,t,149,t,4.96,f,1.03
91%,100%,f,t,t,663,t,5,t,0.13
100%,99%,f,t,t,179,t,4.59,t,0.73
87%,32%,t,t,t,237,t,5,f,0.14
100%,50%,f,t,t,490,t,5,f,0.02
100%,100%,t,t,f,676,t,4.69,t,0.61
100%,99%,t,t,t,250,t,4.91,f,3.24
100%,100%,f,t,t,400,t,5,t,0.11
99%,51%,t,t,t,349,t,4.92,f,1.08
100%,100%,t,t,t,166,t,4.89,t,3.11
97%,88%,f,t,t,118,t,4.71,f,1.02
100%,99%,f,t,t,190,t,4.24,t,2.03
100%,100%,t,t,f,219,t,4.68,t,1.23
100%,98%,f,t,t,221,t,4.75,t,0.38
97%,94%,f,t,t,109,t,4.54,t,3.08
100%,100%,t,t,t,248,t,4.75,f,1.99
100%,86%,t,t,t,699,t,5,t,1.27
87%,32%,t,t,t,213,t,5,f,0.06
100%,100%,t,t,f,257,t,4.93,t,2.43
100%,97%,t,t,t,178,t,4.94,t,1.8
100%,93%,t,t,t,250,t,4.94,f,1.29
100%,82%,t,t,t,240,t,4.86,f,0.76
100%,99%,f,t,t,135,t,5,f,0.19
100%,99%,f,t,t,339,t,4.74,t,1.41
100%,100%,f,t,t,303,t,4.69,t,0.56
100%,100%,f,t,f,130,t,4.73,t,1.45
100%,99%,f,t,t,623,t,4.8,f,0.15
91%,100%,f,t,t,1265,t,5,t,0.05
100%,100%,t,t,t,214,t,4.76,t,0.55
100%,82%,t,t,t,250,t,5,t,0.16
100%,97%,t,t,t,1898,t,5,t,0.49
100%,100%,f,t,f,156,t,4.29,t,2
100%,100%,t,t,t,295,t,4.95,t,5.27
100%,100%,t,t,t,111,t,4.94,f,2.61
98%,99%,t,t,t,261,t,4.5,t,0.73
90%,76%,f,t,t,91,t,4.12,t,0.34
100%,97%,t,t,t,2388,t,5,t,0.21
100%,0%,f,t,t,150,t,4.8,f,0.07
100%,100%,f,f,f,124,t,5,t,1.53
100%,83%,t,t,t,328,t,5,f,0.21
100%,100%,t,t,t,193,t,4.9,f,2.45
100%,99%,f,t,t,135,t,4.97,t,2.44
97%,94%,f,t,t,120,t,3.5,t,1.67
100%,95%,f,t,f,113,t,5,f,1.29
100%,91%,t,t,t,199,t,4.96,f,1.72
100%,89%,t,t,t,368,t,5,f,0.2
100%,100%,t,t,t,129,t,4.69,t,1.23
100%,100%,t,t,t,201,t,4.8,t,0.75
100%,100%,t,t,t,119,t,4.97,t,4.07
100%,100%,t,t,t,4500,t,5,f,0.13
43%,20%,f,t,t,50,t,4,f,0.05
100%,100%,t,t,t,113,t,4.82,f,2.22
100%,94%,f,t,t,120,t,4.49,f,1.44
100%,95%,t,t,t,173,t,4.76,f,2.89
100%,99%,f,t,t,156,t,5,f,0.21
100%,43%,f,t,f,410,t,4.95,f,0.43
100%,98%,f,t,t,145,t,4.87,t,1.26
91%,100%,f,t,t,1503,t,5,t,0.16
100%,99%,t,t,t,405,t,4.79,t,0.59
0%,9%,f,t,f,380,t,5,f,0.11
100%,88%,t,t,t,205,t,5,f,0.52
91%,100%,f,t,t,1639,t,5,t,0.13
100%,100%,t,t,f,180,t,4.95,f,0.87
100%,100%,f,t,t,79,t,4.55,f,2.77
100%,89%,t,t,t,346,t,4.9,f,0.83
100%,99%,f,t,t,313,t,4.2,t,0.47
100%,96%,f,t,f,256,t,4.75,t,3.93
100%,97%,t,t,t,290,t,4.9,f,1.51
100%,99%,t,t,t,284,t,4.94,f,3.06
100%,40%,t,t,t,55,t,4.83,f,0.15
100%,98%,t,t,t,489,t,5,f,1.78
100%,100%,t,t,t,89,t,4.82,f,0.42
100%,96%,t,t,t,604,t,4.92,f,2.28
100%,98%,t,t,t,812,t,5,t,6.43
100%,98%,f,t,t,244,t,5,t,0.27
100%,100%,f,t,t,1800,t,5,t,0.06
100%,100%,t,t,t,590,t,5,f,0.28
100%,99%,f,t,t,156,t,4.67,t,0.46
100%,98%,t,t,t,80,t,4.63,t,1.45
100%,99%,f,t,t,144,t,4.33,f,0.9
100%,79%,t,t,t,351,t,4.69,f,0.84
100%,100%,f,t,t,136,t,4.81,f,4.77
100%,100%,t,t,t,413,t,4.95,f,1.78
100%,99%,f,t,t,452,t,5,t,0.31
95%,99%,t,t,t,1519,t,5,f,0.37
100%,98%,t,t,t,119,t,4.96,f,5.41
100%,96%,t,t,t,179,t,4.96,f,1.84
100%,100%,f,t,t,249,t,4.57,t,1.13
100%,100%,f,t,t,3800,t,5,t,0.07
100%,100%,f,t,t,1440,t,5,t,0.12
99%,97%,f,t,t,204,t,4.7,t,0.85
100%,89%,t,t,t,256,t,5,f,0.3
100%,100%,f,t,t,266,t,5,t,0.45
100%,100%,f,t,f,159,t,4.7,f,0.96
100%,100%,f,t,t,90,t,4.66,t,2.67
100%,94%,t,t,t,153,t,4.84,f,2.49
100%,76%,f,t,t,241,t,4.68,t,0.96
90%,100%,f,t,t,464,t,3,t,0.02
100%,77%,f,t,t,713,t,4.25,f,0.18
100%,99%,f,t,t,142,t,4.19,t,0.43
100%,100%,f,t,t,205,t,4.78,t,1.08
100%,98%,f,t,t,74,t,5,f,0.22
100%,100%,t,t,t,160,t,5,t,0.09
100%,99%,f,t,t,935,t,4.67,f,0.28
100%,99%,f,t,t,493,t,5,t,0.13
100%,99%,f,t,t,178,t,4.78,t,3.07
100%,100%,f,t,f,490,t,4.81,f,2.84
99%,99%,t,t,t,238,t,4.91,t,1.84
100%,100%,t,t,t,341,t,4.96,f,1.67
100%,98%,f,t,t,225,t,4.88,t,0.36
100%,100%,f,t,t,324,t,4.73,t,0.48
100%,76%,f,t,t,523,t,5,f,0.83
100%,97%,t,t,t,799,t,5,f,0.17
100%,99%,f,t,t,216,t,4,t,0.02
100%,99%,f,t,t,281,t,5,t,0.05
99%,97%,f,t,t,228,t,5,t,0.48
100%,96%,t,t,t,66,t,4.64,f,0.98
100%,100%,f,t,t,1200,t,5,t,0.08
100%,76%,f,t,t,101,t,4.2,t,0.51
100%,84%,t,t,t,500,t,4.81,f,0.56
100%,71%,f,t,t,732,t,2,f,0.19
100%,97%,t,t,t,2374,t,5,t,0.36
100%,100%,f,t,t,202,t,4.45,t,0.41
100%,99%,t,t,t,165,t,4.74,t,6.06
100%,100%,f,t,t,619,t,4.95,t,0.27
100%,99%,f,t,t,702,t,5,f,0.03
100%,100%,f,t,f,132,t,4.9,t,1.67
100%,100%,t,t,t,175,t,4.76,f,1.23
100%,6%,f,t,t,480,t,5,f,0.14
100%,99%,f,t,t,139,t,4.75,t,0.33
100%,70%,t,t,t,83,t,4.76,f,0.2
100%,76%,f,t,t,295,t,4.86,t,0.69
100%,99%,t,t,t,149,t,5,f,1.49
100%,100%,t,t,f,168,t,4.86,t,2.35
90%,100%,f,t,t,495,t,5,t,0.08
100%,99%,f,t,t,381,t,4.79,t,0.74
100%,97%,t,t,t,201,t,4.88,f,1.17
100%,33%,f,t,f,110,t,5,f,0.07
100%,99%,f,t,t,265,t,4.8,t,0.52
90%,100%,f,t,t,320,t,4.71,t,0.11
100%,100%,t,t,t,208,t,4.99,f,3.14
100%,100%,f,t,t,149,t,4.73,t,3.05
100%,100%,t,t,f,125,t,4.95,t,4.9
95%,99%,t,t,t,504,t,4.71,f,0.59
100%,92%,f,t,f,185,t,5,f,0.06
90%,100%,f,t,t,460,t,5,t,0.11
100%,99%,f,t,t,130,t,4.78,t,0.44
100%,96%,t,t,t,542,t,4.94,f,1.63
100%,92%,f,t,f,185,t,4.77,f,0.93
100%,96%,t,t,t,408,t,4.97,t,1.12
100%,76%,f,t,t,193,t,4.79,t,0.57
75%,78%,f,t,f,390,t,4.68,f,0.41
100%,99%,t,t,t,359,t,4.86,f,3.81
100%,99%,f,t,t,216,t,4,t,0.07
100%,99%,f,t,t,482,t,4.79,t,0.35
100%,76%,f,t,t,240,t,4.85,t,0.9
100%,100%,t,t,t,122,t,4.93,t,0.69
100%,99%,t,t,t,275,t,4.88,f,4.59
100%,96%,t,t,t,155,t,5,t,0.56
100%,76%,f,t,t,175,t,4.68,t,0.6
100%,98%,t,t,t,599,t,5,f,0.35
100%,76%,f,t,t,127,t,4.39,t,0.97
100%,76%,f,t,t,386,t,4.67,t,1.44
