host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,price,has_availability,review_scores_rating,instant_bookable,reviews_per_month
100%,100%,t,t,t,166,t,5,f,2.15
100%,100%,t,t,f,90,t,4.63,t,0.48
100%,99%,f,t,t,610,t,4.92,t,0.56
100%,86%,f,t,t,70,t,4.96,f,1.71
100%,76%,f,t,t,520,t,4.5,t,0.95
100%,89%,f,f,t,254,t,5,f,0.21
100%,96%,t,t,t,299,t,4.86,f,0.13
100%,76%,f,t,t,253,t,4.79,t,0.94
87%,32%,t,t,t,213,t,5,f,0.08
100%,76%,f,t,t,354,t,5,t,0.5
100%,100%,t,t,t,118,t,4.89,t,0.34
100%,100%,f,t,t,300,t,4.88,t,1.75
100%,97%,t,t,t,90,t,4.83,f,2.13
100%,100%,t,t,t,120,t,4.75,t,3.51
100%,100%,f,t,t,1000,t,5,t,0.29
100%,100%,t,t,t,400,t,5,f,3.48
100%,100%,t,t,f,1500,t,4.84,t,0.58
100%,100%,f,t,f,407,t,5,f,0.35
100%,100%,f,t,t,1062,t,5,t,0.15
100%,71%,t,t,t,198,t,4.95,f,2.02
100%,100%,f,t,t,388,t,5,t,0.13
100%,100%,f,t,f,575,t,4.76,f,0.76
100%,100%,f,t,t,208,t,4.66,t,1.07
100%,100%,t,t,t,243,t,4.91,f,1.64
100%,71%,t,t,t,198,t,5,f,1
100%,76%,f,t,t,242,t,4.88,t,0.48
100%,76%,f,t,t,488,t,4.88,t,0.63
100%,100%,f,t,f,92,t,4.95,f,0.35
100%,80%,f,t,t,90,t,5,t,0.38
100%,98%,f,t,t,200,t,4.77,t,0.55
100%,92%,f,t,t,164,t,4.82,f,3.37
100%,100%,f,t,t,1000,t,4.86,t,0.21
100%,100%,f,t,t,129,t,4.63,t,3.65
100%,100%,f,t,t,120,t,4.73,t,2.47
100%,27%,f,t,t,100,t,3,f,0.23
100%,96%,t,t,t,428,t,4.94,t,0.86
100%,100%,t,t,t,119,t,4.95,t,5.24
100%,76%,f,t,t,189,t,4.42,t,0.98
100%,100%,t,t,t,285,t,4.81,t,7.26
100%,92%,f,t,t,205,t,5,f,0.39
100%,100%,t,t,t,418,t,5,t,3.98
100%,100%,f,t,t,272,t,4.65,t,1.04
100%,100%,f,t,t,436,t,4.81,f,0.2
100%,100%,t,t,t,295,t,4.95,t,1.54
100%,76%,f,t,t,147,t,4.43,t,0.68
100%,100%,t,t,f,107,t,4.97,t,2.38
80%,100%,t,t,t,451,t,4.93,t,0.99
100%,100%,f,t,f,85,t,4.2,t,0.09
100%,100%,f,t,t,206,t,4.91,t,1.14
100%,97%,t,t,t,1250,t,5,t,0.35
100%,99%,t,t,t,210,t,4.68,t,1.05
100%,99%,f,t,t,124,t,5,t,0.06
100%,98%,t,t,t,341,t,4.85,t,2.02
100%,99%,f,t,t,1078,t,4.33,t,0.05
100%,97%,t,t,t,333,t,4.97,f,2.3
100%,84%,f,t,t,125,t,5,f,0.04
100%,55%,t,t,t,333,t,4.85,f,0.28
100%,99%,t,t,t,454,t,4.85,f,2.46
100%,58%,f,t,t,200,t,4.49,f,0.36
100%,97%,t,t,t,455,t,5,f,0.06
100%,97%,t,t,t,367,t,5,t,0.02
100%,100%,f,t,t,175,t,5,f,0.75
100%,100%,t,t,t,340,t,4.73,t,2.5
100%,99%,f,t,t,286,t,4.58,t,0.38
100%,100%,t,t,t,350,t,4.89,f,3.18
100%,99%,t,t,t,264,t,4.5,f,0.48
100%,99%,t,t,t,150,t,4.5,t,0.08
100%,99%,f,t,t,694,t,5,t,0.42
100%,100%,t,t,t,213,t,4.97,t,3.14
100%,99%,t,t,t,276,t,4.85,f,2.16
100%,93%,t,t,t,244,t,4.99,f,3.1
100%,97%,f,t,t,279,t,4.7,f,2.44
100%,99%,t,t,t,266,t,4.85,f,1.05
100%,100%,f,t,t,549,t,5,t,0.9
100%,97%,t,t,t,365,t,5,t,0.74
100%,99%,f,t,t,205,t,4.5,t,0.12
100%,100%,f,t,t,272,t,5,t,3.75
97%,99%,f,t,t,270,t,4.66,t,0.62
96%,99%,f,t,t,249,t,4.2,t,1.03
100%,100%,f,t,t,313,t,4.74,f,0.59
100%,98%,t,t,t,265,t,4.88,t,2.14
100%,99%,f,t,t,179,t,4.63,t,2.27
100%,99%,f,t,t,156,t,4.9,f,0.35
100%,100%,t,t,t,77,t,4.98,f,4.35
100%,100%,f,t,t,431,t,5,f,0.14
98%,21%,t,t,t,247,t,5,f,1.13
100%,76%,f,t,t,192,t,4.83,t,0.77
100%,99%,t,t,t,370,t,4.7,t,0.82
100%,92%,t,t,t,299,t,5,f,0.03
100%,99%,t,t,f,249,t,4.8,t,0.14
100%,78%,t,t,t,245,t,5,f,0.57
100%,99%,t,t,t,657,t,5,f,1.56
100%,96%,t,t,t,399,t,4.87,f,0.27
100%,97%,t,t,t,280,t,4.86,f,0.22
100%,99%,f,t,t,477,t,5,t,0.21
100%,99%,f,t,t,282,t,4.5,t,0.07
100%,99%,t,t,t,262,t,5,t,0.57
100%,99%,t,t,t,700,t,4.93,t,1.4
100%,76%,f,t,t,274,t,4.82,t,0.54
99%,97%,f,t,t,253,t,4.5,t,0.21
100%,98%,t,t,t,1273,t,5,f,0.2
100%,81%,t,t,t,211,t,5,f,0.73
97%,88%,f,t,t,114,t,4.85,f,1.09
97%,88%,f,t,t,108,t,4.21,f,0.5
99%,51%,t,t,t,200,t,5,f,0.49
100%,26%,t,t,t,320,t,4.93,f,1.32
100%,100%,t,t,t,188,t,4.74,f,1.02
100%,76%,f,t,t,276,t,4.89,t,1.01
100%,75%,f,t,t,758,t,5,t,0.42
100%,15%,f,t,t,595,t,4,f,0.04
99%,100%,t,t,t,114,t,4.85,t,1.49
100%,100%,t,t,f,200,t,5,t,0.32
100%,99%,t,t,t,341,t,4,t,0.05
100%,100%,t,t,f,145,t,4.83,f,3.83
100%,100%,t,t,t,216,t,5,f,4.15
100%,99%,t,t,f,335,t,4.77,t,2.59
100%,76%,f,t,t,247,t,4.7,t,0.3
100%,92%,f,t,t,205,t,5,f,0.15
91%,38%,f,t,t,230,t,5,f,1
100%,100%,t,t,f,188,t,4.88,t,3.01
99%,100%,t,t,t,182,t,4.92,t,2.4
99%,51%,t,t,t,399,t,5,f,0.27
90%,100%,f,t,t,250,t,5,t,0.04
100%,96%,f,t,t,109,t,4.77,f,2.33
100%,99%,f,t,t,310,t,4.67,t,0.36
100%,98%,f,t,f,100,t,4.69,f,1.25
100%,99%,t,t,t,257,t,4.88,f,1.02
100%,99%,f,t,t,152,t,5,t,0.05
100%,76%,f,t,t,228,t,5,t,0.82
100%,100%,t,t,f,153,t,4.86,f,2.13
100%,76%,f,t,t,525,t,5,t,1
91%,38%,f,t,t,332,t,5,f,0.07
100%,99%,t,t,t,272,t,4.83,f,0.5
97%,88%,f,t,t,125,t,4.7,f,0.66
100%,100%,f,t,f,216,t,5,t,0.09
100%,99%,f,t,t,258,t,4.64,t,0.7
100%,99%,t,t,t,399,t,4.84,f,1.18
99%,100%,t,t,t,159,t,5,t,0.53
100%,100%,f,t,t,139,t,4.5,t,0.96
92%,98%,f,t,t,107,t,4.81,t,2.21
99%,97%,f,t,t,175,t,5,t,1
100%,100%,f,t,t,113,t,4.2,f,0.07
88%,71%,t,t,t,225,t,5,f,0.13
100%,98%,f,t,f,127,t,4.64,t,1.73
100%,99%,f,t,t,119,t,4,t,1
100%,100%,f,t,t,388,t,5,f,0.02
95%,99%,f,t,t,267,t,3,t,0.04
100%,100%,f,t,t,327,t,4.38,t,0.28
100%,96%,t,t,t,299,t,4.76,f,0.94
100%,99%,f,t,t,189,t,5,f,0.02
100%,99%,f,t,t,320,t,5,t,0.61
91%,38%,f,t,t,225,t,5,f,0.1
100%,99%,t,t,t,353,t,4.89,t,0.35
100%,99%,f,t,t,195,t,4.78,t,1.44
100%,100%,t,t,t,249,t,4.88,t,3.27
100%,99%,t,t,t,140,t,4.92,f,5.03
100%,99%,f,t,t,155,t,4.64,f,1.35
100%,98%,t,t,f,252,t,4.94,f,2.09
100%,99%,t,t,t,100,t,4.61,t,2.4
100%,99%,f,t,t,173,t,4.68,t,3.61
100%,99%,t,t,t,120,t,4.84,f,4.02
100%,99%,t,t,t,400,t,4.88,f,2.63
95%,99%,t,t,t,233,t,4.78,f,1.81
100%,95%,t,t,t,4165,t,5,f,0.46
100%,100%,t,t,t,419,t,4.75,t,3.46
100%,86%,f,t,f,429,t,5,f,0.53
97%,88%,f,t,t,108,t,5,f,1.18
100%,100%,f,t,t,179,t,5,t,1.78
90%,100%,f,t,t,384,t,4.5,t,0.17
100%,100%,f,t,t,215,t,4.61,t,0.88
100%,96%,t,t,t,131,t,4.5,f,1.99
100%,77%,f,t,t,249,t,4.77,f,0.68
90%,97%,f,t,t,290,t,5,t,0.09
100%,100%,t,t,t,275,t,4.9,f,3.62
100%,76%,f,t,t,196,t,4.81,t,1.22
100%,99%,t,t,t,220,t,5,t,0.06
100%,99%,f,t,t,122,t,5,f,0.06
100%,97%,t,t,t,252,t,5,t,0.43
98%,67%,t,t,t,256,t,5,f,0.29
100%,99%,f,t,t,225,t,4.5,t,0.04
100%,99%,f,t,t,239,t,3,t,0.03
100%,100%,f,t,t,264,t,4.96,t,1.49
100%,99%,f,t,t,317,t,4.61,t,0.55
50%,83%,f,t,t,350,t,4.96,f,0.58
68%,99%,f,t,t,185,t,4.69,f,1.43
100%,91%,t,t,t,386,t,5,f,0.31
100%,97%,f,t,t,250,t,4.89,f,1.48
100%,0%,f,t,f,150,t,5,f,0.7
100%,98%,t,t,t,153,t,4.78,f,1.14
100%,100%,f,t,t,62,t,4.68,f,1.36
95%,99%,f,t,t,243,t,4.33,t,0.44
99%,97%,f,t,t,259,t,5,t,0.9
100%,100%,t,t,t,113,t,4.91,t,3.86
100%,95%,f,t,t,167,t,4.86,f,3.39
98%,100%,t,t,t,200,t,4.97,t,6.97
100%,97%,t,t,t,151,t,4.78,f,4.91
100%,100%,t,t,t,100,t,4.97,t,2.74
100%,99%,f,t,t,229,t,4.89,t,0.15
100%,99%,t,t,t,196,t,5,t,0.21
100%,98%,f,t,t,606,t,5,t,0.19
100%,76%,f,t,t,248,t,4.95,t,0.67
100%,76%,f,t,t,624,t,4.57,t,0.26
100%,100%,f,t,t,173,t,4.75,t,0.36
100%,100%,t,t,t,69,t,4.6,t,1.29
100%,98%,t,t,t,211,t,4.96,t,3.99
100%,96%,f,t,t,249,t,4.94,f,0.81
99%,100%,t,t,t,233,t,4.83,t,2.77
100%,100%,t,t,t,128,t,4.87,t,2.29
100%,98%,t,t,f,145,t,4.77,f,3.79
100%,100%,t,t,t,100,t,4.93,t,1.6
100%,85%,t,t,t,200,t,4.84,f,1.58
100%,63%,f,t,t,55,t,4.43,f,0.13
99%,51%,t,t,t,349,t,4.83,f,0.25
100%,100%,f,t,t,134,t,4.94,f,1.83
100%,99%,t,t,t,88,t,5,f,3.81
100%,99%,t,t,t,277,t,4.45,f,0.35
100%,99%,f,t,t,274,t,3.94,t,0.81
100%,100%,f,t,t,509,t,4.86,t,0.21
100%,100%,f,t,t,485,t,4.95,t,0.82
100%,100%,t,t,t,185,t,4.97,f,2.75
100%,99%,f,t,t,161,t,4.44,t,0.26
91%,38%,f,t,t,235,t,5,f,0.19
98%,67%,t,t,t,240,t,5,f,0.28
100%,99%,t,t,f,262,t,5,t,0.23
100%,99%,f,t,t,323,t,4.84,t,1.45
100%,76%,f,t,t,399,t,4.89,t,1.2
100%,96%,t,t,t,172,t,4.93,f,3.67
100%,76%,f,t,t,170,t,5,t,0.47
100%,76%,f,t,t,328,t,4.87,t,1.57
100%,96%,t,t,f,478,t,4.91,f,2.09
100%,76%,f,t,t,257,t,4.97,t,0.61
100%,100%,t,t,t,98,t,4.77,f,0.95
100%,99%,t,t,t,132,t,4.8,t,1.69
100%,100%,f,t,t,411,t,5,f,1
100%,99%,t,t,f,927,t,4.94,f,1.06
100%,71%,f,t,f,299,t,4.82,f,0.63
100%,95%,f,t,t,200,t,5,f,2.31
0%,100%,t,t,t,102,t,4.68,t,0.81
96%,79%,t,t,t,265,t,5,f,0.38
100%,96%,t,t,t,119,t,4.89,f,4.82
100%,99%,t,t,t,379,t,4.97,t,2.22
100%,100%,t,t,t,185,t,4.96,f,4.83
90%,76%,f,t,t,95,t,4,t,0.11
100%,97%,t,t,t,77,t,4.94,f,3.38
100%,98%,t,t,t,2630,t,4.88,f,0.72
100%,100%,f,t,t,550,t,5,t,0.09
92%,100%,f,t,t,200,t,5,t,3.06
96%,79%,t,t,t,183,t,5,f,0.09
100%,84%,f,t,t,380,t,5,f,0.27
100%,99%,f,t,t,421,t,4.5,t,0.08
91%,100%,f,t,t,536,t,4,t,0.09
100%,98%,t,t,f,275,t,4.91,f,0.93
100%,99%,t,t,t,65,t,4.88,f,5.09
100%,100%,f,t,t,119,t,3,t,0.06
100%,100%,f,t,t,233,t,4.67,f,0.39
100%,100%,f,t,t,1465,t,4.87,f,1.11
76%,99%,t,t,t,2307,t,5,t,0.26
60%,19%,f,t,t,230,t,5,f,0.05
100%,99%,t,t,t,630,t,4.33,t,0.14
100%,91%,t,t,t,435,t,4.93,f,0.44
100%,100%,f,t,t,90,t,4.82,f,3.88
90%,100%,f,t,t,298,t,4.43,t,0.13
100%,100%,f,t,f,85,t,4.67,t,0.11
100%,100%,f,t,f,67,t,4.73,t,0.66
100%,100%,f,t,t,184,t,4.67,t,0.41
100%,100%,f,t,t,949,t,4.88,f,1.1
100%,100%,f,t,t,400,t,4.8,t,0.85
90%,100%,f,t,t,467,t,3.5,t,0.03
100%,100%,f,t,t,418,t,4.81,t,1.57
100%,92%,t,t,t,399,t,3,f,0.08
100%,95%,t,t,t,320,t,4.98,t,3.38
100%,85%,t,t,t,237,t,4.98,f,1.18
100%,100%,t,t,t,200,t,4.89,f,3.37
90%,100%,f,t,t,444,t,4.57,t,0.23
100%,99%,t,t,t,248,t,4.87,t,4.17
100%,99%,f,t,t,153,t,4.91,t,1.02
90%,73%,t,t,t,300,t,4.88,f,0.22
100%,88%,t,t,t,405,t,4.8,f,0.52
90%,100%,f,t,t,961,t,4.88,t,0.33
100%,98%,t,t,f,199,t,5,f,2.03
100%,67%,f,t,t,680,t,4.57,t,0.1
100%,93%,f,t,t,425,t,5,t,0.46
75%,100%,f,t,t,587,t,4.88,t,0.43
100%,100%,f,t,t,729,t,5,t,1
100%,99%,f,t,t,125,t,4.4,t,1.05
100%,99%,t,t,t,340,t,4.86,t,0.45
100%,100%,t,t,f,447,t,4.89,f,2.07
100%,100%,t,t,f,158,t,4.88,f,4.77
100%,100%,f,t,t,123,t,4,t,0.04
100%,100%,t,t,t,54,t,5,t,0.39
100%,100%,f,t,t,152,t,4.59,t,0.91
100%,93%,f,f,t,227,t,5,f,0.54
100%,100%,f,t,t,236,t,4.68,t,0.46
100%,100%,f,t,t,182,t,4.36,f,0.2
100%,99%,f,t,t,491,t,4.6,f,0.28
100%,100%,t,t,f,225,t,4.97,f,0.86
100%,97%,t,t,t,136,t,4.82,t,1.35
100%,99%,t,t,t,135,t,4.88,t,4.32
100%,76%,f,t,t,253,t,4.89,t,0.35
90%,100%,f,t,t,345,t,4.63,t,0.15
100%,97%,f,t,t,245,t,4.73,f,2.16
100%,67%,f,t,t,56,t,4.86,f,0.4
100%,76%,f,t,t,124,t,4.47,t,1.03
100%,100%,t,t,t,109,t,5,f,0.5
100%,99%,t,t,t,203,t,4.92,f,1.79
100%,99%,f,t,t,264,t,4.88,t,0.15
100%,76%,t,t,t,525,t,5,f,0.06
100%,99%,f,t,t,216,t,4,t,0.03
100%,99%,t,t,t,131,t,4.79,t,1.45
100%,99%,t,t,t,149,t,4.83,f,3.94
100%,29%,f,t,t,650,t,5,f,0.05
100%,99%,t,t,t,729,t,4.4,t,0.24
100%,99%,f,t,t,161,t,4.54,t,2.21
100%,100%,t,t,t,175,t,4.67,t,0.03
100%,100%,f,t,t,147,t,4.67,t,0.19
100%,82%,t,t,t,188,t,4,f,0.2
100%,99%,t,t,t,262,t,5,t,0.15
100%,97%,t,t,t,918,t,5,t,0.07
100%,96%,t,t,t,360,t,4.86,f,1.32
100%,100%,t,t,t,214,t,4.95,t,1.49
100%,97%,t,t,t,999,t,5,f,0.52
40%,14%,f,t,f,225,t,5,f,0.15
100%,99%,t,t,t,278,t,4.89,f,2.86
100%,99%,t,t,t,328,t,4.8,t,0.26
100%,88%,f,t,f,279,t,4.69,f,0.31
100%,81%,f,t,t,227,t,4.5,t,0.09
100%,100%,f,t,t,245,t,5,t,0.09
100%,99%,t,t,t,212,t,4,t,0.06
100%,96%,t,t,t,450,t,4.95,f,0.44
89%,99%,f,t,f,182,t,4.57,t,0.41
100%,99%,f,t,t,437,t,5,t,0.04
100%,99%,t,t,f,307,t,4.86,t,0.44
96%,99%,f,t,t,249,t,4.52,t,4.73
100%,99%,f,t,t,197,t,5,t,0.3
100%,100%,f,t,t,171,t,4.1,t,0.21
100%,76%,f,t,t,176,t,4.6,t,1.5
100%,76%,f,t,t,130,t,4.59,t,0.79
99%,99%,t,t,t,170,t,4.91,f,1.29
100%,99%,f,t,t,224,t,4.74,t,0.89
100%,99%,f,t,t,156,t,4,f,0.09
100%,76%,f,t,t,189,t,5,f,1.3
100%,99%,f,t,t,190,t,4.71,f,0.1
100%,100%,t,t,t,410,t,4.85,t,3.35
100%,92%,t,t,t,280,t,4.78,f,1.01
99%,100%,t,t,t,141,t,4.75,t,3.29
100%,100%,f,t,t,194,t,4.65,t,0.94
100%,100%,f,t,t,190,t,4.75,t,1.85
99%,100%,t,t,t,144,t,4.79,t,1.37
100%,99%,t,t,t,261,t,4.8,t,1.83
68%,99%,f,t,t,215,t,5,f,0.48
100%,100%,t,t,t,150,t,4.98,t,3.74
99%,51%,t,t,t,359,t,5,f,0.05
100%,99%,f,t,t,224,t,4.75,f,0.12
99%,51%,t,t,t,199,t,5,f,0.22
100%,99%,f,t,t,178,t,4.92,t,0.82
100%,97%,t,t,f,161,t,4.84,f,1.35
100%,96%,t,t,t,118,t,4.81,f,3.1
100%,99%,f,t,t,200,t,4.11,t,0.22
100%,100%,t,t,t,158,t,4.86,t,2.95
99%,100%,t,t,t,239,t,4.5,t,2.26
100%,100%,t,t,t,103,t,4.93,t,5.26
100%,97%,t,t,t,76,t,5,f,2.84
100%,83%,f,t,t,158,t,4.86,t,0.28
100%,99%,f,t,t,112,t,4.7,t,0.54
100%,99%,f,t,t,197,t,4.65,t,0.27
100%,99%,f,t,t,197,t,5,t,0.46
100%,99%,f,t,t,135,t,5,f,0.08
99%,100%,t,t,t,251,t,4.54,t,1.91
97%,88%,f,t,t,130,t,5,f,1.86
100%,95%,t,t,t,115,t,4.93,f,2.99
90%,100%,f,t,t,291,t,4.57,t,0.11
100%,99%,f,t,t,330,t,5,t,0.7
100%,100%,t,t,t,159,t,5,t,1
100%,99%,f,t,t,139,t,4.77,f,0.16
100%,97%,t,t,t,375,t,4.96,f,2.15
100%,100%,f,t,t,118,t,4.7,t,3.24
100%,97%,t,t,t,1048,t,5,t,0.69
100%,99%,f,t,t,315,t,4.92,t,0.16
100%,79%,f,t,f,165,t,4.9,f,0.23
100%,100%,f,t,t,231,t,4.7,t,0.63
100%,99%,f,t,t,497,t,4.92,t,0.45
100%,100%,f,t,t,182,t,4.46,t,0.6
100%,81%,t,t,t,281,t,5,f,0.25
100%,76%,f,t,t,222,t,4.72,t,0.71
100%,99%,f,t,t,325,t,4.86,t,1.57
100%,76%,f,t,t,210,t,4.88,t,0.27
100%,92%,t,t,t,299,t,4.94,f,0.33
100%,100%,t,t,t,125,t,5,f,0.07
100%,100%,f,t,t,125,t,4.86,t,1.56
100%,80%,f,t,t,120,t,5,f,0.66
100%,100%,t,t,t,298,t,4.94,f,2.09
100%,100%,f,t,t,200,t,4.86,t,0.75
100%,76%,f,t,t,311,t,4.92,t,0.53
100%,99%,t,t,f,198,t,5,t,0.57
100%,100%,f,t,t,114,t,4.58,t,2.13
100%,100%,t,t,f,59,t,4.69,t,2.81
100%,100%,f,t,t,125,t,4.82,t,2.33
100%,93%,t,t,t,403,t,4.88,f,1.74
100%,100%,t,t,t,112,t,4.92,t,1.78
100%,100%,t,t,t,149,t,4.91,t,0.87
100%,100%,f,t,t,278,t,5,t,0.06
100%,95%,f,t,f,95,t,4.5,t,0.66
100%,98%,t,t,t,456,t,5,f,0.78
97%,99%,f,t,t,1500,t,5,t,0.33
100%,100%,t,t,f,750,t,4.66,t,0.38
100%,92%,t,t,t,456,t,5,f,0.15
100%,100%,t,t,f,200,t,5,f,2.08
100%,97%,t,t,t,440,t,4.94,f,1.34
67%,83%,f,t,f,285,t,5,f,0.27
100%,99%,t,t,t,2000,t,4.96,f,0.49
100%,99%,f,t,t,142,t,4.43,t,1.09
89%,99%,f,t,f,206,t,5,t,0.18
100%,100%,t,t,t,106,t,4.84,t,3.63
100%,100%,f,t,t,92,t,4.76,t,3.55
100%,100%,f,t,t,135,t,4.88,f,1.76
100%,96%,f,t,t,379,t,5,f,1.52
100%,100%,f,t,t,138,t,4.6,t,0.73
80%,79%,t,t,t,1200,t,4.97,f,1.44
100%,93%,t,t,t,131,t,4.87,f,1.89
100%,100%,t,t,t,252,t,4.92,f,1.36
90%,76%,f,t,t,95,t,3,t,0.19
100%,100%,f,t,t,76,t,4.59,f,2.17
60%,19%,f,t,t,230,t,5,f,0.05
100%,99%,t,f,t,325,t,4.97,f,2.58
100%,100%,f,t,t,125,t,4.64,t,2.07
100%,100%,t,t,t,260,t,4.97,t,3.3
100%,88%,t,t,t,205,t,4.68,f,0.85
100%,97%,t,t,t,183,t,4.75,t,1.03
100%,100%,t,t,t,125,t,4.87,t,4.39
100%,89%,t,t,t,119,t,4.76,f,3.22
100%,100%,f,t,t,975,t,5,t,0.02
100%,100%,f,t,t,1800,t,5,t,0.05
100%,98%,t,t,t,160,t,5,f,1.03
100%,93%,f,t,t,199,t,4,f,0.18
100%,100%,f,t,t,279,t,4.6,t,3.8
100%,96%,f,t,t,158,t,5,f,4.29
100%,100%,t,t,t,103,t,4.84,t,2.66
100%,100%,t,t,t,418,t,4.88,t,1.51
100%,100%,t,t,t,230,t,5,f,0.24
95%,99%,t,t,t,326,t,4.64,f,1.63
100%,100%,t,t,t,1300,t,4.91,f,0.56
100%,100%,t,t,t,562,t,4.85,t,3.56
100%,98%,f,t,t,272,t,4.61,t,0.3
100%,100%,f,t,t,1000,t,5,t,0.17
100%,98%,t,t,t,299,t,5,f,1.23
100%,96%,t,t,t,688,t,5,f,1.18
100%,100%,f,t,t,2275,t,5,t,0.28
100%,76%,f,t,t,166,t,5,t,0.06
97%,99%,f,t,t,700,t,5,t,0.18
100%,100%,t,t,f,203,t,4.94,t,3.29
100%,100%,t,t,t,215,t,4.86,f,1.88
100%,76%,f,t,t,414,t,4.79,f,0.69
100%,82%,t,t,t,400,t,5,f,0.16
100%,90%,t,t,t,409,t,4.46,f,1.6
100%,99%,f,t,t,98,t,4.67,t,0.84
100%,92%,t,t,t,299,t,4.5,f,0.08
100%,100%,t,t,t,259,t,4.95,t,2.06
100%,98%,t,t,t,113,t,5,f,5.08
100%,99%,t,t,f,324,t,4.8,t,0.6
100%,100%,f,t,t,170,t,4.94,f,2.94
100%,100%,f,t,t,79,t,4.67,f,0.88
100%,94%,t,t,t,143,t,4.88,f,1.59
100%,97%,t,t,t,119,t,4.86,t,3.35
100%,96%,t,t,t,218,t,4.64,t,2.2
99%,97%,f,t,t,195,t,4.64,t,0.79
100%,100%,f,t,t,1000,t,5,t,0.58
100%,100%,t,t,t,189,t,5,f,2.71
100%,100%,t,t,t,254,t,4.98,f,5.44
100%,100%,t,t,t,77,t,4.95,f,2.81
100%,97%,t,t,t,117,t,4.9,t,3.51
100%,86%,f,f,t,400,t,5,f,2
100%,100%,f,t,t,927,t,5,t,0.06
100%,97%,t,t,t,152,t,4.91,t,1.66
100%,96%,t,t,t,238,t,4.83,f,2.11
100%,100%,t,t,t,2233,t,4.79,t,0.43
100%,100%,t,t,t,206,t,4.84,t,0.93
100%,100%,t,t,f,152,t,4.77,t,1.67
100%,98%,t,t,t,220,t,4.75,t,2.74
100%,100%,f,t,t,927,t,5,t,0.54
90%,88%,t,t,t,1200,t,4.88,f,0.26
100%,76%,f,t,t,250,t,4.93,t,0.48
100%,76%,f,t,t,198,t,4.57,t,0.7
100%,99%,t,t,f,125,t,4.67,t,0.1
98%,99%,t,t,t,249,t,5,t,0.59
95%,100%,t,t,t,342,t,4.95,f,2.39
100%,76%,f,t,t,371,t,4.74,t,0.72
100%,100%,t,t,t,411,t,4.91,f,1.72
90%,100%,f,t,t,427,t,4.6,t,0.16
90%,100%,f,t,t,439,t,4,t,0.12
100%,76%,f,t,t,367,t,4.75,t,0.26
100%,99%,f,t,t,932,t,4.92,t,0.57
100%,99%,f,t,t,1142,t,4.86,t,0.67
83%,100%,f,t,t,91,t,5,t,0.49
100%,76%,f,t,t,332,t,4.88,f,0.56
100%,76%,f,t,t,376,t,5,t,0.08
100%,100%,t,t,f,200,t,4.84,t,2.22
99%,86%,t,t,t,750,t,5,f,0.18
100%,100%,t,t,f,171,t,4.81,t,3.2
100%,99%,t,t,f,267,t,4.68,t,0.76
100%,76%,f,t,t,284,t,4.89,t,0.64
100%,100%,t,t,f,289,t,4.86,f,2.25
83%,80%,f,t,t,673,t,4.5,f,0.77
100%,100%,t,t,t,242,t,4.81,f,0.74
100%,97%,t,t,t,428,t,5,t,0.25
100%,96%,t,t,t,145,t,4.82,f,0.98
99%,86%,t,t,t,163,t,5,f,0.1
100%,95%,t,t,t,240,t,4.85,t,2.88
100%,76%,f,t,t,223,t,4.56,t,0.81
100%,100%,f,t,t,111,t,5,t,0.05
100%,95%,t,t,t,308,t,4.9,t,5.38
100%,99%,f,t,t,120,t,4.56,t,0.86
89%,99%,f,t,f,390,t,5,t,0.63
100%,100%,t,t,t,399,t,5,f,1.2
100%,100%,f,t,t,139,t,4.7,t,0.6
95%,99%,t,t,t,154,t,4.93,f,1.04
100%,100%,t,t,t,274,t,4.91,f,2.6
100%,76%,f,t,t,187,t,4.5,t,0.22
99%,97%,f,t,t,284,t,5,t,0.03
100%,76%,f,t,t,124,t,4.55,t,1.2
100%,99%,f,t,t,132,t,3.89,t,0.19
99%,97%,f,t,t,223,t,4.27,t,0.4
100%,100%,t,t,t,696,t,4.94,t,1.35
100%,92%,f,t,t,205,t,4.5,f,0.16
100%,99%,f,t,t,202,t,4.5,t,0.06
100%,20%,f,t,t,160,t,5,f,0.66
100%,76%,f,t,t,255,t,4.61,t,0.94
100%,99%,f,t,t,203,t,4.61,f,2.77
100%,100%,f,t,t,232,t,4.71,t,0.93
100%,91%,t,t,t,268,t,5,f,0.8
100%,100%,f,t,t,278,t,4.43,t,0.23
98%,99%,t,t,t,286,t,5,t,4
100%,58%,f,t,t,150,t,4.48,f,0.65
100%,100%,f,t,t,553,t,5,f,0.3
100%,99%,f,t,t,396,t,5,t,1.51
29%,18%,f,t,t,898,t,5,f,0.2
100%,99%,f,t,t,348,t,4.67,t,0.82
100%,99%,f,t,t,264,t,5,t,0.25
100%,100%,t,t,t,377,t,4.86,t,1.75
99%,97%,f,t,t,316,t,5,t,0.16
100%,99%,t,t,f,175,t,4.87,t,2.56
100%,99%,t,t,t,328,t,4.89,f,1.87
100%,100%,f,t,t,172,t,4.33,t,0.37
100%,99%,t,t,t,160,t,4.76,t,1.06
100%,99%,t,t,f,299,t,4.7,t,1.19
100%,100%,t,t,t,105,t,4.88,f,0.17
100%,99%,f,t,t,341,t,4.88,t,0.78
100%,97%,t,t,t,551,t,5,t,0.05
100%,98%,f,t,t,238,t,4.8,t,0.09
100%,78%,t,t,t,245,t,5,f,0.77
